O*NET-SOC Code	Title	Task ID	Task	Scale ID	Scale Name	Data Value	IMP_rating
11-3031.01	Treasurers and Controllers	8858	"Delegate authority for the receipt, disbursement, banking, protection, and custody of funds, securities, and financial instruments."	IM	Importance	4.48	87
11-3031.01	Treasurers and Controllers	8864	"Develop and maintain relationships with banking, insurance, and external accounting personnel to facilitate financial activities."	IM	Importance	4.44	86
11-3031.01	Treasurers and Controllers	20168	"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met."	IM	Importance	4.4	85
11-3031.01	Treasurers and Controllers	8861	"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures."	IM	Importance	4.33	83
11-3031.01	Treasurers and Controllers	8866	"Develop internal control policies, guidelines, and procedures for activities, such as budget administration, cash and credit management, and accounting."	IM	Importance	4.25	81
11-3031.01	Treasurers and Controllers	8865	"Coordinate and direct the financial planning, budgeting, procurement, or investment activities of all or part of an organization."	IM	Importance	4.22	81
11-3031.01	Treasurers and Controllers	8872	Receive cash and checks and make deposits.	IM	Importance	4.2	80
11-3031.01	Treasurers and Controllers	8856	"Prepare or direct preparation of financial statements, business activity reports, financial position forecasts, annual budgets, or reports required by regulatory agencies."	IM	Importance	4.14	79
11-3031.01	Treasurers and Controllers	8863	"Monitor and evaluate the performance of accounting and other financial staff, recommending and implementing personnel actions, such as promotions and dismissals."	IM	Importance	4.09	77
11-3031.01	Treasurers and Controllers	8867	"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed."	IM	Importance	4.08	77
11-3031.01	Treasurers and Controllers	8860	Conduct or coordinate audits of company accounts and financial transactions to ensure compliance with state and federal requirements and statutes.	IM	Importance	4.06	77
11-3031.01	Treasurers and Controllers	8868	"Advise management on short-term and long-term financial objectives, policies, and actions."	IM	Importance	4	75
11-3031.01	Treasurers and Controllers	8859	"Maintain current knowledge of organizational policies and procedures, federal and state policies and directives, and current accounting standards."	IM	Importance	4	75
11-3031.01	Treasurers and Controllers	8869	Provide direction and assistance to other organizational units regarding accounting and budgeting policies and procedures and efficient control and utilization of financial resources.	IM	Importance	3.9	73
11-3031.01	Treasurers and Controllers	8871	Lead staff training and development in budgeting and financial management areas.	IM	Importance	3.71	68
11-3031.01	Treasurers and Controllers	8855	Prepare and file annual tax returns or prepare financial information so that outside accountants can complete tax returns.	IM	Importance	4.45	86
11-3031.01	Treasurers and Controllers	8857	"Supervise employees performing financial reporting, accounting, billing, collections, payroll, and budgeting duties."	IM	Importance	4.33	83
11-3031.01	Treasurers and Controllers	8874	Perform tax planning work.	IM	Importance	4.14	79
11-3031.01	Treasurers and Controllers	8873	"Compute, withhold, and account for all payroll deductions."	IM	Importance	4	75
11-3031.01	Treasurers and Controllers	20169	"Handle all aspects of employee insurance, benefits, and casualty programs, including monitoring changes in health insurance regulations and creating budgets for benefits and worker's compensation."	IM	Importance	3.75	69
11-3031.01	Treasurers and Controllers	8875	"Determine depreciation rates to apply to capitalized items and advise management on actions regarding the purchase, lease, or disposal of such items."	IM	Importance	3	50
11-3031.03	Investment Fund Managers	15678	Manage investment funds to maximize return on client investments.	IM	Importance	4.81	95
11-3031.03	Investment Fund Managers	15679	Select specific investments or investment mixes for purchase by an investment fund.	IM	Importance	4.61	90
11-3031.03	Investment Fund Managers	15669	Monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.	IM	Importance	4.56	89
11-3031.03	Investment Fund Managers	15676	Select or direct the execution of trades.	IM	Importance	4.48	87
11-3031.03	Investment Fund Managers	15675	Develop or implement fund investment policies or strategies.	IM	Importance	4.47	87
11-3031.03	Investment Fund Managers	15667	"Perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation."	IM	Importance	4.38	85
11-3031.03	Investment Fund Managers	15668	"Present investment information, such as product risks, fees, or fund performance statistics."	IM	Importance	4.23	81
11-3031.03	Investment Fund Managers	15664	"Develop, implement, or monitor security valuation policies."	IM	Importance	4.22	81
11-3031.03	Investment Fund Managers	15671	Meet with investors to determine investment goals or to discuss investment strategies.	IM	Importance	4.22	81
11-3031.03	Investment Fund Managers	15665	Attend investment briefings or consult financial media to stay abreast of relevant investment markets.	IM	Importance	4.05	76
11-3031.03	Investment Fund Managers	15660	Prepare for and respond to regulatory inquiries.	IM	Importance	3.99	75
11-3031.03	Investment Fund Managers	15674	"Evaluate the potential of new product developments or market opportunities, according to factors such as business plans, technologies, or market potential."	IM	Importance	3.79	70
11-3031.03	Investment Fund Managers	15662	Hire or evaluate staff.	IM	Importance	3.76	69
11-3031.03	Investment Fund Managers	15670	Monitor regulatory or tax law changes to ensure fund compliance or to capitalize on development opportunities.	IM	Importance	3.72	68
11-3031.03	Investment Fund Managers	15673	Develop or direct development of offering documents or marketing materials.	IM	Importance	3.57	64
11-3031.03	Investment Fund Managers	15677	Analyze acquisitions to ensure conformance with strategic goals or regulatory requirements.	IM	Importance	3.79	70
11-3031.03	Investment Fund Managers	15661	Verify regulatory compliance of transaction reporting.	IM	Importance	3.7	68
11-3031.03	Investment Fund Managers	15666	Review offering documents or marketing materials to ensure regulatory compliance.	IM	Importance	3.58	65
11-3031.03	Investment Fund Managers	15672	Identify group or individual target investors for a specific fund.	IM	Importance	3.54	64
11-3031.03	Investment Fund Managers	15663	Direct activities of accounting or operations departments.	IM	Importance	3.47	62
11-3051.00	Industrial Production Managers	39	"Set and monitor product standards, examining samples of raw products or directing testing during processing, to ensure finished products are of prescribed quality."	IM	Importance	4.01	75
11-3051.00	Industrial Production Managers	32	"Direct or coordinate production, processing, distribution, or marketing activities of industrial organizations."	IM	Importance	4	75
11-3051.00	Industrial Production Managers	34	"Review processing schedules or production orders to make decisions concerning inventory requirements, staffing requirements, work procedures, or duty assignments, considering budgetary limitations and time constraints."	IM	Importance	3.99	75
